PG,SG,SF,PF,C,G,F,UTIL,Unnamed: 8,Proj Score,25th,50th,75th,85th,95th,99th,Ownership,Salary,Sim Optimals,Actual,Large Slate | 100-1k,Large Slate | 10k-50k,Large Slate | 1k-10k,Large Slate | 50k+,Single Game,Small Slate | 100-1k,Small Slate | 10k-50k,Small Slate | 1k-10k,Small Slate | 50k+,Saber Score
42180551,42180468,42180535,42180507,42180577,42180459,42180462,42180493,,243.4,227.76400756835935,242.82650756835935,260.3265075683594,268.5765075683594,284.33900756835936,301.33650756835937,221.0,49800,1,0,103.6762817259646,98.50328547801216,101.0800351788226,95.92653577720166,172.17771584857763,100.9947266336174,98.41797693280692,98.41797693280692,86.17482532572163,37.40144371986389
42180520,42180535,42180528,42180465,42180454,42180517,42180544,42180531,,240.20000000000005,224.64224243164065,240.14224243164065,256.5172424316406,264.5172424316406,279.5297424316406,294.5447424316406,202.0,49900,1,0,102.47730335533186,97.72097782870624,100.08092769351488,95.36102796389764,171.59463561589507,99.94371372211243,97.5837638573038,97.5837638573038,85.68449707430612,-1.613312028348446
42180459,42180540,42180567,42180507,42180599,42180547,42180485,42180454,,245.40000000000003,230.61749267578125,246.11749267578125,261.36749267578125,269.1549926757813,283.1424926757812,300.12999267578124,236.0,49600,1,0,104.39930054690828,98.98154939330708,101.65021515702465,96.3128836295895,172.62930866319238,101.56720206690323,98.89853630318568,98.89853630318568,86.48404051563966,103.533136844635
42180476,42180551,42180555,42180485,42180577,42180456,42180465,42180528,,246.2,231.37950134277344,247.69200134277344,263.6920166015625,272.1920166015625,288.7045166015625,308.9670166015625,248.0,49900,1,0,104.57835462866328,98.74518484547797,101.66094014912768,95.82942954182823,172.3892995594996,101.66887023955796,98.75311493590824,98.75311493590824,86.05975836140865,118.39118003845216
42180520,42180468,42180498,42180507,42180454,42180540,42180544,42180577,,247.50000000000003,232.25601196289065,247.25601196289065,262.7560119628906,270.54351196289065,287.5434829711914,305.8010119628906,244.0,49900,1,0,105.1268844160327,99.49570388998372,102.32035545387048,96.67105232609696,172.98453325030434,102.26771426536654,99.4430627014798,99.4430627014798,86.7891815903333,126.99706554412842
42180459,42180517,42180485,42180531,42180526,42180498,42180507,42180472,,246.7,230.0882568359375,245.9007568359375,264.9007568359375,274.9382568359375,291.9007568359375,311.1632568359375,241.0,50000,1,0,104.9887078212112,99.39252644782036,102.19454812673725,96.59050476890349,172.77562304407252,102.1640318233773,99.36201014446044,99.36201014446044,86.76253016530528,73.16741347312927
42180456,42180468,42180528,42180465,42180588,42180583,42180563,42180493,,233.5,217.6387481689453,233.8887481689453,250.3887481689453,257.63873291015625,271.9137329101562,289.64123291015625,193.0,49000,1,0,99.66132683659444,95.07516526010558,97.3446656318354,92.80566488837572,169.6468610516158,97.309438659692,95.03993828796216,95.03993828796216,83.4972051918479,-44.58671510219574
42180459,42180551,42180485,42180531,42180454,42180517,42180555,42180599,,249.8,234.42399978637692,251.98651123046875,267.48651123046875,275.73651123046875,291.48651123046875,307.49401123046874,250.0,49900,1,0,106.1720814447388,100.38093365712145,103.25921768647808,97.5026496277648,173.60800700085784,103.12715781788113,100.24887378852448,100.24887378852448,87.45001787672146,127.3887038230896
42180459,42180583,42180485,42180507,42180577,42180498,42180462,42180493,,246.50000000000003,231.25,246.75,264.3125,272.7875,285.2625,301.77,258.0,49200,1,0,104.64574244489202,98.52944002937814,101.51821029303046,95.5406697657258,172.33858338055876,101.41546498698764,98.42669472333532,98.42669472333532,85.64840897120007,85.71906685829163
42180456,42180601,42180528,42180531,42180507,42180520,42180465,42180493,,244.2,228.96875,243.96875,260.71875,271.46875,289.23125,304.98125,224.0,49700,1,0,104.05476128731128,98.85816311167429,101.4774077254938,96.23891849785474,172.3468959987311,101.34216319635632,98.7229185825368,98.7229185825368,86.40550081542101,38.262033462524414
42180540,42180517,42180555,42180485,42180454,42180472,42180544,42180528,,244.2,228.01724243164065,243.89224243164065,261.5172424316406,270.7672424316406,283.5297424316406,303.0397424316406,241.0,50000,1,0,103.84950314142527,98.1256406804762,100.92509744934893,95.3261839116035,171.9864716886247,100.92063225245516,98.12117548358243,98.12117548358243,85.62354556141347,37.07872033119202
42180459,42180551,42180555,42180507,42180577,42180468,42180462,42180493,,245.50000000000003,231.01400756835935,245.20150756835935,262.3265075683594,272.6140075683594,286.6015075683593,302.3290075683594,243.0,49500,1,0,104.38150946300084,98.59466961488852,101.44433805602482,95.74500117375224,172.29907455537636,101.31412214036796,98.46445369923164,98.46445369923164,85.86498382838926,68.74401569366455
42180520,42180498,42180544,42180465,42180588,42180547,42180507,42180454,,244.5,228.48599243164065,244.54849243164065,259.3609924316406,269.0484924316406,284.5484924316406,304.0534924316406,213.0,49800,1,0,104.25388500111532,99.31888232678874,101.77173471905338,96.86602993452408,172.77499418290515,101.76488975348202,99.31203736121738,99.31203736121738,87.14909759802342,47.108837962150574
42180472,42180551,42180531,42180485,42180577,42180476,42180528,42180456,,245.00000000000003,228.37950134277344,245.44200134277344,263.2545166015625,272.9420166015625,289.1920166015625,317.72451660156247,239.0,49900,1,0,104.22022726468764,98.56001516244464,101.38410644543856,95.73592387945072,172.1913726365539,101.65126143718928,98.82717015419536,98.82717015419536,86.27313447088372,112.73711919784546
42180520,42180540,42180485,42180507,42180526,42180459,42180498,42180468,,247.0,231.04576110839844,247.10826110839844,264.1707458496094,274.3582458496094,290.62074584960936,307.11324584960937,255.0,49800,1,0,104.94573385563469,99.044365601296,101.98779523520682,96.1009359673852,172.588120875149,101.8728888270502,98.92945919313938,98.92945919313938,86.17665704135726,62.371402978897095
42180456,42180547,42180567,42180485,42180577,42180594,42180544,42180454,,241.72000000000003,226.29849243164065,241.54849243164065,258.7984924316406,267.83599243164065,282.7984924316406,302.3059924316406,182.86,50000,1,0,103.46439634286192,99.22949124472728,101.32449145946754,97.134491029987,172.60745787075774,101.32154279743382,99.22654258269355,99.22654258269355,87.53186008042348,55.43065667152405
42180459,42180520,42180531,42180465,42180588,42180482,42180485,42180493,,242.7,226.4375,242.125,261.0,271.0,284.775,300.26,196.0,49700,1,0,103.77538892171128,99.11169880948746,101.39786908182349,96.82552853715146,172.53647597637644,101.26400528807666,98.97783501574064,98.97783501574064,87.05306267827359,32.95646607875824
42180468,42180551,42180555,42180465,42180493,42180459,42180528,42180517,,245.7,228.54525756835935,245.29525756835935,263.8577575683594,272.5827575683594,287.7952575683594,302.30025756835937,249.0,49800,1,0,104.39264609776194,98.51274646737282,101.42959066960616,95.59590226513949,172.22826552722515,101.25829386378658,98.34144966155324,98.34144966155324,85.66686121785843,70.47807574272156
42180456,42180559,42180485,42180507,42180599,42180476,42180465,42180577,,241.8,226.22174072265625,242.47174072265625,259.72174072265625,267.7592407226563,280.72174072265625,303.72924072265624,226.0,49400,1,0,102.94994827634812,97.56093166315924,100.19941091793478,94.92245240838372,171.54591678830437,100.31115100589552,97.67267175112,97.67267175112,85.43133308411254,60.17678380012512
42180540,42180498,42180544,42180531,42180454,42180459,42180528,42180577,,248.3,232.01724243164065,248.51724243164065,264.2672424316406,272.2672424316406,285.7797424316406,305.5297424316406,245.0,49700,1,0,105.4941784432807,99.71817427445352,102.55478679270036,96.8815617562067,173.21478131775572,102.5529669420872,99.71635442384036,99.71635442384036,87.01874111131235,97.41013050079346
42180551,42180468,42180535,42180507,42180526,42180472,42180462,42180493,,234.9,217.9147491455078,235.1022491455078,252.2272491455078,261.47723388671875,278.76476440429684,297.9797341918945,196.0,49800,1,0,100.30103951755036,95.7017441130682,98.02457498887632,93.37891323726008,169.98499750175947,98.02121885141158,95.69838797560344,95.69838797560344,84.04672469312338,-8.82074162364006
42180540,42180601,42180544,42180563,42180454,42180517,42180555,42180456,,234.1,219.5110015869141,235.0110015869141,249.0110015869141,258.048486328125,273.260986328125,293.763486328125,177.0,49600,1,0,100.10357729800164,95.92680176659734,98.0069654944833,93.84663803871138,170.21616182143222,98.05613930703488,95.97597557914892,95.97597557914892,84.59875069161245,-28.269988298416138
42180547,42180498,42180485,42180555,42180493,42180459,42180462,42180528,,247.5,232.21875,248.21875,264.03125,273.50625,289.46875,311.47125,255.0,50000,1,0,105.09028294867512,99.13335818738648,102.10039013401858,96.1663262407544,172.69977248481365,102.16141747545316,99.19438552882106,99.19438552882106,86.39812403492922,102.4187445640564
42180459,42180601,42180535,42180507,42180454,42180520,42180485,42180599,,246.3,230.36749267578125,247.36749267578125,263.92999267578125,272.36749267578125,288.36749267578125,304.37749267578124,223.0,49900,1,0,105.0403664874702,100.02165454547844,102.52137708791513,97.52193200304174,173.2531363289471,102.39620003215552,99.89647748971883,99.89647748971883,87.61518227055458,67.14329719543457
42180459,42180468,42180583,42180531,42180588,42180456,42180498,42180551,,243.8,227.57650756835935,244.20150756835935,261.5765075683594,270.3640075683594,285.36400756835934,307.5790075683594,216.0,50000,1,0,103.9390707386879,98.8169788888355,101.35361509300829,96.28034268466271,172.3850278299388,101.4302850999442,98.89364889577142,98.89364889577142,86.67472516181311,26.46339237689972
42180456,42180520,42180485,42180507,42180577,42180547,42180555,42180462,,245.7,230.75,247.25,264.3125,271.7875,288.5125,304.75,226.0,50000,1,0,104.6126542604126,99.28208943460288,101.95053231826653,96.61364655093928,172.72506816436456,101.83219922053492,99.1637563368713,99.1637563368713,86.7375692117462,129.2345404624939
42180559,42180517,42180485,42180507,42180454,42180547,42180528,42180493,,247.1,231.46875,247.71875,263.21875,272.00625,287.46875,300.73625,248.0,49800,1,0,105.02997551215653,99.3635016657416,102.1784301724046,96.5485731590786,172.8768943766661,101.96889680601404,99.15396829935104,99.15396829935104,86.52569586893905,72.13901877403259
42180476,42180520,42180485,42180465,42180577,42180498,42180531,42180459,,249.1,232.354248046875,249.104248046875,266.666748046875,277.354248046875,291.866748046875,310.604248046875,240.0,50000,1,0,106.01866905611212,100.316215669368,103.1276718859474,97.50475945278856,173.51926389726214,103.08070602415911,100.26924980757973,100.26924980757973,87.56502154969766,154.2647361755371
42180468,42180482,42180528,42180531,42180588,42180551,42180507,42180454,,242.2,226.79525756835935,241.79525756835935,258.0452575683594,267.0452575683594,281.58275756835934,298.80525756835937,219.0,49900,1,0,103.21557703144256,98.14555746481004,100.65177279174496,95.63934213787508,171.93752963207135,100.57955860299168,98.07334327605672,98.07334327605672,85.94838291337912,-13.497951626777647
42180456,42180517,42180485,42180555,42180577,42180459,42180544,42180526,,244.5,229.19924926757807,245.19924926757807,262.7617492675781,271.6992492675781,287.9742492675781,312.6992492675781,216.0,49600,1,0,104.24966454209822,99.13759517134656,101.68930824378526,96.58588209890785,172.57727282255703,101.83928327203635,99.28757019959764,99.28757019959764,87.02576975622964,32.53485560417175
42180540,42180472,42180583,42180465,42180599,42180459,42180507,42180462,,239.40000000000003,223.86749267578125,238.74249267578125,254.11749267578125,262.61749267578125,280.37999267578124,299.87499267578124,219.0,49900,1,0,101.85442992232812,96.71987873368089,99.317162616687,94.12259485067476,170.86579760332853,99.31909648102476,96.72181259801864,96.72181259801864,84.61698304384494,16.11475646495819
42180456,42180547,42180528,42180465,42180493,42180520,42180498,42180588,,243.4,226.96875,243.59375,260.53125,268.75625,284.03124999999994,303.24625,209.0,49800,1,0,103.79719646149204,98.83641992737762,101.29867225363888,96.37416760111635,172.40671059767604,101.28382824673965,98.82157592047838,98.82157592047838,86.6929216879423,30.13378083705902
42180476,42180520,42180485,42180531,42180577,42180551,42180498,42180454,,249.20000000000005,232.22325134277344,248.97325134277344,266.9732666015625,277.0107666015625,295.7232666015625,312.2407666015625,248.0,49900,1,0,105.98411931405693,100.299720678239,103.17317734523408,97.42626401124392,173.4270342434523,103.04792665065604,100.17446998366098,100.17446998366098,87.40426986948562,131.56249523162842
42180456,42180517,42180544,42180507,42180526,42180459,42180528,42180577,,244.9,230.35549926757807,245.66799926757807,260.6679992675781,269.70549926757815,283.1679992675781,303.6729992675781,228.0,49500,1,0,104.21353562939292,98.76328929440764,101.4388044704907,96.08777411832456,172.45675360335417,101.46644485267926,98.7909296765962,98.7909296765962,86.38944150607311,45.58992087841034
42180468,42180540,42180555,42180485,42180599,42180517,42180507,42180454,,247.3,232.57501220703125,247.07501220703125,263.32501220703125,272.07501220703125,289.08751220703124,301.82751220703125,256.0,49900,1,0,104.99235191612728,99.1388895047933,102.07332474859784,96.20445426098874,172.70142339642587,101.84365762498112,98.9092223811766,98.9092223811766,86.15350040186766,111.31290197372437
42180601,42180551,42180528,42180465,42180493,42180459,42180507,42180462,,245.40000000000003,231.08775329589844,245.96275329589844,261.0877685546875,270.1252685546875,285.0877685546875,306.0877685546875,238.0,49900,1,0,104.3454490476986,98.78153819176418,101.53869730584805,96.02437907768032,172.4523219624598,101.57772925218208,98.82057013809823,98.82057013809823,86.31758100018594,57.60370492935181
42180456,42180551,42180485,42180531,42180588,42180459,42180544,42180493,,249.7,234.41751098632807,250.16751098632807,266.9175109863281,276.95501098632815,295.9300109863281,313.6675109863281,224.0,50000,1,0,106.44951992682732,101.31171191769872,103.91634761782151,98.70707621757596,174.12353241230406,103.82904395517411,101.22440825505132,101.22440825505132,88.70317207835984,150.9041666984558
42180472,42180520,42180583,42180563,42180454,42180498,42180528,42180493,,240.50000000000003,223.6812438964844,240.0562438964844,256.1812438964844,266.2187438964844,280.20624389648435,298.97124389648434,224.0,49900,1,0,102.41452683735636,97.13488518253266,99.7375026088192,94.5322677562461,171.20461423400354,99.7168396266789,97.11422220039236,97.11422220039236,84.96037363828371,3.7524815648794174
42180468,42180520,42180485,42180462,42180577,42180540,42180507,42180465,,245.7,230.7075042724609,246.4575042724609,261.70751953125,271.24501953125,284.45751953125,304.46001953125,237.0,50000,1,0,104.4831572220534,98.81523141620784,101.59380310692411,96.03665972549156,172.50481055025924,101.60281481722708,98.82424312651078,98.82424312651078,86.28792719433301,75.70183873176575
42180601,42180498,42180555,42180485,42180493,42180476,42180544,42180454,,245.40000000000003,229.6527404785156,246.1527404785156,262.9027404785156,272.9777404785156,288.9027404785156,302.4027404785156,233.0,50000,1,0,104.52823708884247,99.15277013022062,101.8289832771129,96.47655698332832,172.61421389684293,101.62363932543634,98.94742617854406,98.94742617854406,86.52538300782334,108.63643884658812
42180459,42180517,42180528,42180465,42180599,42180456,42180531,42180588,,245.2,228.08624267578125,245.58624267578125,261.89874267578125,271.6237426757813,288.34874267578124,303.59124267578125,205.0,50000,1,0,104.6649751470237,99.84822130934664,102.25992636933384,97.43651624935944,173.0796875766102,102.11063407003972,99.69892901005252,99.69892901005252,87.54933673799223,96.8506932258606
42180547,42180551,42180555,42180507,42180454,42180456,42180583,42180577,,245.2,230.55650329589844,245.49400329589844,259.9315185546875,269.1190185546875,284.3940185546875,302.3865185546875,231.0,49800,1,0,104.29641479225968,98.87772200972223,101.56856102309868,96.18688299634582,172.52141966983174,101.51444890922056,98.82360989584411,98.82360989584411,86.39488367039463,72.53486514091492
42180459,42180468,42180498,42180485,42180526,42180594,42180465,42180555,,241.62,225.35824584960935,241.60824584960935,259.3582458496094,269.6457763671875,283.1082458496094,300.62074584960936,218.86,49800,1,0,103.05235508002096,97.88937575967526,100.42131806490924,95.35743345444126,171.70180244274886,100.35490343260764,97.82296112737365,97.82296112737365,85.69530794048755,12.203450500965118
42180540,42180472,42180528,42180462,42180507,42180482,42180531,42180493,,231.8,215.46875,230.21875,248.71875,258.46875,272.73125,288.47625,209.0,49000,1,0,98.79045722923328,93.75144568680932,96.24631084508545,91.25658052853322,168.65602027915867,96.14690364054172,93.65203848226562,93.65203848226562,81.95145449952565,-54.758864641189575
42180459,42180517,42180485,42180465,42180511,42180476,42180544,42180577,,238.9,224.6527404785156,239.1527404785156,254.4027404785156,263.4027404785156,279.1777404785156,293.6552404785156,204.0,49300,1,0,101.87815943058108,97.06363835501848,99.46665821220108,94.66061849783586,171.09546941986832,99.31329496078824,96.91027510360564,96.91027510360564,85.01956660464384,22.044190764427185
42180551,42180472,42180498,42180531,42180454,42180520,42180507,42180577,,248.1,231.11900329589844,248.11900329589844,264.8690185546875,272.3690185546875,290.3815185546875,309.3765185546875,242.0,49900,1,0,105.44066609702648,99.8604664740395,102.67479694350088,97.04613600457812,173.1958029212838,102.639175609985,99.82484514052362,99.82484514052362,87.15745668853644,116.65711402893066
42180456,42180468,42180485,42180507,42180588,42180547,42180528,42180517,,243.6,228.1137542724609,244.9262542724609,260.73876953125,270.71376953125,283.92626953125,300.9312692260742,232.0,49500,1,0,103.73310850998335,98.27209817525342,100.94775607490456,95.59644027560228,172.04344194493922,100.86358396026188,98.18792606061076,98.18792606061076,85.83792344292945,24.957364797592163
42180476,42180551,42180485,42180555,42180493,42180540,42180465,42180459,,244.9,228.97325134277344,245.59825134277344,261.4732666015625,271.0107666015625,284.2482666015625,303.9882666015625,248.0,49600,1,0,104.0349789896726,98.12416985197896,101.02484375043376,95.22349595352414,172.00643615861063,101.02605007104518,98.12537617259036,98.12537617259036,85.49872927969551,40.73622226715088
42180456,42180547,42180544,42180531,42180493,42180459,42180498,42180577,,248.1,232.04849243164065,248.42349243164065,266.2984924316406,274.08599243164065,288.8109924316406,303.8034924316406,220.0,50000,1,0,105.7078816833608,100.42535285967278,103.03376902295972,97.81693669638584,173.60763153363263,102.87559987574272,100.2671837124558,100.2671837124558,87.80570956664305,115.4609203338623
42180540,42180498,42180485,42180555,42180454,42180520,42180507,42180526,,247.7,231.1507568359375,247.4007568359375,264.9007568359375,273.6507568359375,292.6632568359375,307.1532568359375,250.0,50000,1,0,105.27231586610183,99.61263477721792,102.48222126516067,96.74304828927518,172.95820589623523,102.29983282847104,99.4302463405283,99.4302463405283,86.72348749357046,72.93938398361206
42180551,42180517,42180567,42180485,42180599,42180459,42180528,42180454,,245.90000000000003,230.95526123046875,246.70526123046875,262.95526123046875,271.4927612304688,284.2302612304687,300.95776123046875,248.0,49500,1,0,104.53393268392335,98.77451768397452,101.59058717561224,95.9584481923368,172.49335744245928,101.49701793237904,98.68094844074132,98.68094844074132,86.09919189588676,78.03399562835693
42180468,42180583,42180544,42180462,42180577,42180456,42180507,42180526,,239.6,223.34423828125,239.28173828125,257.4692611694336,266.19423828125,277.68173828125,299.42923828125,203.0,50000,1,0,102.22924909258892,97.2115667831166,99.6411604988889,94.78197306734432,171.26472043183907,99.71987534542406,97.29028162965176,97.29028162965176,85.34519943095654,39.20862078666687
42180547,42180468,42180485,42180465,42180599,42180459,42180528,42180493,,249.0,233.98126220703125,249.04376220703125,265.10626220703125,274.54376220703125,290.8187622070312,306.54626220703125,257.0,49900,1,0,105.72334079294512,99.77541783872324,102.74214521885436,96.80869045859212,173.1769503231373,102.60272937661168,99.63600199648056,99.63600199648056,86.7804739809245,119.21311616897584
42180520,42180498,42180531,42180555,42180454,42180551,42180507,42180493,,247.00000000000003,230.61900329589844,247.36900329589844,263.6190185546875,273.4065185546875,289.1315185546875,301.6190185546875,256.0,49400,1,0,104.89297772581595,98.93791564360512,101.90012179802028,95.97570948918994,172.55056783414028,101.66241153853016,98.70020538411498,98.70020538411498,85.92862671182849,82.21648931503296
42180472,42180517,42180485,42180531,42180588,42180520,42180528,42180456,,239.6,222.71875,241.46875,258.28125,268.71875,282.23125,301.71875,207.0,49200,1,0,102.305987892489,97.3244997397088,99.76748753541996,94.88151194399768,171.23793227196134,99.76514683468008,97.32215903896892,97.32215903896892,85.36368276033483,0.4779296927154064
42180459,42180540,42180544,42180462,42180588,42180468,42180465,42180551,,238.7,223.3125,238.375,255.875,263.375,276.875,293.38996948242186,198.0,49700,1,0,101.85212087785064,97.06985076564452,99.41849063708484,94.72121089420418,171.14068689730996,99.33427772668117,96.98563785524084,96.98563785524084,85.15725215377667,-14.500568807125092
42180459,42180498,42180563,42180620,42180454,42180517,42180485,42180577,,243.4,227.3999938964844,243.5874938964844,259.7124938964844,267.7499938964844,282.7249938964844,298.9649938964844,211.0,49900,1,0,103.837550559105,99.02129914448776,101.40727091662896,96.63532737234657,172.55927170591616,101.30164192820553,98.91567015606432,98.91567015606432,86.86329647764829,42.4831748008728
42180476,42180601,42180528,42180507,42180493,42180456,42180465,42180577,,245.5,229.072998046875,245.822998046875,262.322998046875,272.610498046875,289.322998046875,311.080498046875,223.0,50000,1,0,104.62521131885612,99.41774367205504,102.02358495655967,96.8119023875504,172.78672886863967,102.07721917275543,99.4713778882508,99.4713778882508,87.11573517404005,89.86709713935852
42180520,42180468,42180485,42180507,42180599,42180456,42180535,42180531,,240.8,224.57501220703125,242.20001220703125,259.07501220703125,268.57501220703125,285.32501220703125,299.58501220703124,226.0,49400,1,0,102.59316313347612,97.35240520911326,99.9796545851888,94.72515583303772,171.2506640754899,99.80603552855868,97.17878615248311,97.17878615248311,84.98839142295246,18.46849173307419
42180551,42180540,42180544,42180462,42180454,42180547,42180531,42180485,,243.4,227.91749572753903,242.41749572753903,260.47998046875,270.6674850463868,287.41748046875,301.94498046875,225.0,50000,1,0,103.69793833852634,98.4478991566815,101.07764661091048,95.81815170245252,172.07172034174062,100.90788208519236,98.2781346309634,98.2781346309634,85.9819852704596,55.08216619491577
42180547,42180520,42180528,42180555,42180493,42180459,42180583,42180454,,247.0,230.15625,246.46875,262.03125,271.46875,289.46875,306.74125,236.0,50000,1,0,105.0532628223018,99.63767355966,102.37041028423958,96.90493683508042,173.00950669381143,102.28256652027147,99.5498297956919,99.5498297956919,87.007720553241,83.18464756011963
42180459,42180517,42180485,42180462,42180526,42180498,42180507,42180577,,247.50000000000003,231.4007568359375,248.4007568359375,263.9007568359375,273.9007568359375,287.1507568359375,305.6607568359375,238.0,49900,1,0,105.3023489929696,99.6492882132243,102.41833923030909,96.88023719613952,173.09573434390828,102.37450099622464,99.60544997913988,99.60544997913988,87.00716941479538,89.5314872264862
42180468,42180472,42180555,42180531,42180577,42180456,42180544,42180498,,241.20000000000005,224.50601196289065,241.50601196289065,258.5685119628906,266.7560119628906,284.5185119628906,303.7610119628906,214.0,49900,1,0,102.73917856482092,97.64042783415948,100.2155740768335,95.06528159148549,171.48195533037872,100.20053263930954,97.62538639663552,97.62538639663552,85.47120917699567,60.9169065952301
42180459,42180540,42180485,42180507,42180588,42180482,42180465,42180493,,244.7,229.25,245.25,261.75,270.0,284.775,298.2525,216.0,49900,1,0,104.33819614078608,99.31866739840046,101.80060853294418,96.83672626385672,172.78035919238994,101.6035610723695,99.12161993782578,99.12161993782578,86.92164862059738,30.34892976284027
42180520,42180559,42180528,42180507,42180493,42180547,42180498,42180454,,243.0,227.46875,242.96875,258.96875,267.21875,281.23125,296.23125,242.0,49300,1,0,103.2733911611253,97.65316216971377,100.42547005381958,94.88085428560797,171.65951449390118,100.28407214237043,97.51176425826463,97.51176425826463,85.08894009139473,16.183674335479736
42180459,42180551,42180544,42180465,42180599,42180456,42180528,42180531,,246.6,230.19125366210935,246.75375366210935,263.2537536621094,272.0037536621094,289.7537536621094,309.5062536621094,239.0,50000,1,0,104.82839590258192,99.23307329685969,102.05092199222622,96.41522460149312,172.7121977641517,102.04051153420778,99.22266283884125,99.22266283884125,86.61132724911407,67.00994968414307
42180456,42180468,42180567,42180555,42180507,42180517,42180485,42180540,,239.3,223.9575042724609,240.9575042724609,257.45751953125,265.99501953125,281.20751953125,296.72001953125,227.0,49500,1,0,101.88822180090082,96.56676867520318,99.21113478052476,93.92240256988158,170.73986191167612,99.08591896291465,96.44155285759304,96.44155285759304,84.29361248698154,5.3187403827905655
42180459,42180601,42180528,42180531,42180454,42180520,42180485,42180577,,249.6,234.71875,250.46875,266.46875,274.96875,289.25625,303.46875,236.0,49600,1,0,106.25752631869,100.80329875083268,103.48929833710876,98.11729916455656,173.929033392976,103.3056082928492,100.61960870657308,100.61960870657308,88.02098004960597,119.70362663269044
42180551,42180517,42180485,42180507,42180577,42180476,42180498,42180456,,248.80000000000004,232.47325134277344,249.59825134277344,267.7232666015625,275.9732666015625,292.76076660156247,312.4782666015625,257.0,50000,1,0,105.66336620776374,99.66659587464184,102.66490745253468,96.668284296749,173.05023943357097,102.64683562283008,99.64852404493722,99.64852404493722,86.76935464337481,145.57284116744995
42180459,42180520,42180583,42180462,42180588,42180468,42180507,42180493,,240.30000000000004,223.4575042724609,240.2075042724609,257.45751953125,266.95751953125,280.97001953125,297.73001953125,210.0,49300,1,0,102.50842476559218,97.5220105745683,99.97767853118576,95.06634261795084,171.43497067929886,99.8922443927964,97.43657643617895,97.43657643617895,85.43762015549477,-7.293140888214111
42180476,42180601,42180544,42180465,42180454,42180559,42180485,42180540,,237.9,223.40275192260745,238.6527404785156,253.96525192260745,263.9027709960937,279.1527709960937,294.1602404785156,199.0,49800,1,0,101.6108251676855,97.00151847626934,99.29258464527824,94.71045230726044,171.0016643260013,99.15595602172031,96.86488985271144,96.86488985271144,85.12584910070018,-14.608143270015717
42180551,42180547,42180583,42180465,42180454,42180459,42180555,42180577,,243.1,228.11900329589844,242.61900329589844,259.1190185546875,266.8690185546875,281.6440185546875,295.3740185546875,223.0,49400,1,0,103.47203289042848,98.22101057520472,100.82190429402873,95.62011685638072,172.03411407148624,100.6396341949562,98.0387404761322,98.0387404761322,85.78335906866643,26.36870741844177
42180459,42180517,42180544,42180485,42180493,42180472,42180498,42180528,,248.6,232.45474243164065,248.01724243164065,266.5172424316406,276.0172424316406,290.2797424316406,309.7772424316406,259.0,50000,1,0,105.5736583808959,99.46811878878604,102.47828014919924,96.4579574283728,172.9629973744873,102.4586964277842,99.44853506737095,99.44853506737095,86.56545869504353,78.04269194602966
42180456,42180551,42180531,42180507,42180493,42180468,42180555,42180520,,246.6,230.57650756835935,247.32650756835935,264.5765075683594,274.1140075683594,290.6015075683593,308.8290075683594,241.0,50000,1,0,104.87817431481274,99.18491216598314,102.02832504323284,96.34149928873344,172.66106940038543,101.96806765783975,99.12465478059006,99.12465478059006,86.48775500897976,114.17003870010376
42180459,42180547,42180485,42180465,42180577,42180540,42180462,42180526,,240.6,224.9007568359375,240.0257568359375,256.9007568359375,265.6882568359375,281.6632568359375,302.9032568359375,204.0,49500,1,0,102.62275275214112,97.7859911101788,100.20115665093438,95.37082556942325,171.61128925208698,100.25521287147625,97.84004733072068,97.84004733072068,85.86967924826533,21.26540243625641
42180468,42180498,42180528,42180507,42180511,42180456,42180544,42180588,,237.7,222.47476196289065,237.47476196289065,253.28726196289065,264.7247619628906,275.9997619628906,289.2697619628906,211.0,49400,1,0,101.39828275118384,96.32858912390624,98.78211721282638,93.87506103498608,170.61319799213587,98.59768208917104,96.14415400025088,96.14415400025088,84.2505941400837,-27.09956467151642
42180472,42180517,42180528,42180531,42180577,42180498,42180555,42180454,,240.8,224.46875,240.96875,256.78125,265.21875,279.96875,299.97625,230.0,49100,1,0,102.40094351043244,96.95496654901812,99.65460660221976,94.25532649581648,171.1058827212377,99.67356791695222,96.9739278637506,96.9739278637506,84.71114245709381,-1.6864275559782982
42180459,42180520,42180535,42180465,42180507,42180540,42180485,42180493,,246.50000000000003,230.0,246.625,262.0625,271.325,289.0125,305.75,235.0,49900,1,0,104.87867213595746,99.51108381569668,102.2147086129376,96.80745901845576,172.90887431338157,102.11102167023382,99.4073968729929,99.4073968729929,86.91425658726905,54.25603985786438
42180472,42180551,42180531,42180462,42180599,42180456,42180485,42180583,,239.2,223.42401123046875,240.48650360107425,258.23651123046875,269.73651123046875,286.49901123046874,304.98901123046875,220.0,49800,1,0,101.99774003975638,96.75208977460066,99.38080641307631,94.123373136125,170.73938959834655,99.33776048367072,96.70904384519508,96.70904384519508,84.58072434730717,44.552841782569885
